,term,score
130,pandemic,0.0
131,media,0.0
132,opinions,0.0
133,medias,0.0
134,memory,0.0
135,mentioning,0.0
136,message,0.0
137,organization,0.0
138,method,0.0
139,ordinary,0.0
140,reads,0.0
141,00,0.0
142,recurrent,0.0
143,summarization,0.0
144,tweet,0.0
145,trust,0.0
146,trivial,0.0
147,trigram,0.0
148,trend,0.0
149,total,0.0
150,topics,0.0
151,topic,0.0
152,tool,0.0
153,tone,0.0
154,time,0.0
155,think,0.0
156,tf,0.0
157,text,0.0
158,testing,0.0
159,tested,0.0
160,test,0.0
161,terms,0.0
162,term,0.0
163,tendency,0.0
164,techniques,0.0
165,technique,0.0
166,taking,0.0
167,takes,0.0
168,syntactic,0.0
169,tweets,0.0
170,twitter,0.0
171,type,0.0
172,versus,0.0
173,writes,0.0
174,words,0.0
175,word2vec,0.0
176,word,0.0
177,widely,0.0
178,weight,0.0
179,warm,0.0
180,wabah,0.0
181,visualize,0.0
182,visualization,0.0
183,virus,0.0
184,value,0.0
185,types,0.0
186,using,0.0
187,uses,0.0
188,users,0.0
189,user,0.0
190,useful,0.0
191,use,0.0
192,universities,0.0
193,unit,0.0
194,unique,0.0
195,unigram,0.0
196,understand,0.0
197,surprise,0.0
198,success,0.0
199,reference,0.0
200,substantial,0.0
201,seen,0.0
202,second,0.0
203,searchable,0.0
204,score,0.0
205,sarcasm,0.0
206,sadness,0.0
207,s3,0.0
208,s2,0.0
209,rule,0.0
210,robustness,0.0
211,richer,0.0
212,resulting,0.0
213,resulted,0.0
214,result,0.0
215,restraining,0.0
216,link,0.0
217,reputation,0.0
218,representations,0.0
219,representation,0.0
220,represent,0.0
221,removing,0.0
222,religious,0.0
223,religion,0.0
224,relationship,0.0
225,relate,0.0
226,selebrities,0.0
227,selebrity,0.0
228,selection,0.0
229,similarity,0.0
230,study,0.0
231,student,0.0
232,strength,0.0
233,strategy,0.0
234,story,0.0
235,statements,0.0
236,stabilization,0.0
237,spread,0.0
238,speech,0.0
239,social,0.0
240,sna,0.0
241,similar,0.0
242,semantic,0.0
243,significant,0.0
244,shows,0.0
245,showed,0.0
246,short,0.0
247,sets,0.0
248,serves,0.0
249,sentistrength,0.0
250,sentiments,0.0
251,sentiment,0.0
252,sentences,0.0
253,sentence,0.0
254,long,0.0
255,intuitive,0.0
256,likely,0.0
257,boost,0.0
258,citizenship,0.0
259,characteristics,0.0
260,certain,0.0
261,centrality,0.0
262,cbow,0.0
263,causing,0.0
264,causes,0.0
265,candidate,0.0
266,calculation,0.0
267,built,0.0
268,bridge,0.0
269,boazizi,0.0
270,classifier,0.0
271,bilstm,0.0
272,bidirectional,0.0
273,better,0.0
274,bayes,0.0
275,basis,0.0
276,bag,0.0
277,awareness,0.0
278,average,0.0
279,automatically,0.0
280,architecture,0.0
281,approach,0.0
282,classified,0.0
283,classify,0.0
284,anticipation,0.0
285,consuming,0.0
286,conversation,0.0
287,control,0.0
288,contribute,0.0
289,contrast,0.0
290,continuous,0.0
291,continuing,0.0
292,contextual,0.0
293,content,0.0
294,contains,0.0
295,contained,0.0
296,contain,0.0
297,consist,0.0
298,classifying,0.0
299,connection,0.0
300,connected,0.0
301,conducted,0.0
302,compared,0.0
303,communication,0.0
304,communicate,0.0
305,combining,0.0
306,combination,0.0
307,collections,0.0
308,collected,0.0
309,closely,0.0
310,applied,0.0
311,annotations,0.0
312,lexical,0.0
313,49,0.0
314,80,0.0
315,79,0.0
316,78,0.0
317,7666,0.0
318,76,0.0
319,75,0.0
320,74,0.0
321,66,0.0
322,62,0.0
323,60,0.0
324,500,0.0
325,421,0.0
326,83,0.0
327,29,0.0
328,27,0.0
329,21,0.0
330,200,0.0
331,1805,0.0
332,1683,0.0
333,131,0.0
334,109,0.0
335,10,0.0
336,08,0.0
337,001,0.0
338,81,0.0
339,84,0.0
340,anger,0.0
341,additional,0.0
342,andnegative,0.0
343,analyzed,0.0
344,analyze,0.0
345,analysis,0.0
346,amounted,0.0
347,algorithm,0.0
348,aims,0.0
349,aimed,0.0
350,agnes,0.0
351,advancement,0.0
352,address,0.0
353,addition,0.0
354,85,0.0
355,acts,0.0
356,act,0.0
357,accuracy,0.0
358,according,0.0
359,abusive,0.0
360,99,0.0
361,96,0.0
362,94,0.0
363,93,0.0
364,91,0.0
365,86,0.0
366,conversations,0.0
367,convolutional,0.0
368,corona,0.0
369,group,0.0
370,hot,0.0
371,highest,0.0
372,higher,0.0
373,hidden,0.0
374,help,0.0
375,hatred,0.0
376,hate,0.0
377,hashtags,0.0
378,hashtagging,0.0
379,hashtag,0.0
380,groups,0.0
381,gram,0.0
382,humans,0.0
383,government,0.0
384,good,0.0
385,given,0.0
386,generally,0.0
387,general,0.0
388,gender,0.0
389,gated,0.0
390,forest,0.0
391,flow,0.0
392,flexible,0.0
393,finding,0.0
394,huge,0.0
395,hybrid,0.0
396,coronavirus,0.0
397,institutions,0.0
398,level,0.0
399,layers,0.0
400,layer,0.0
401,language,0.0
402,lack,0.0
403,keywords,0.0
404,joy,0.0
405,issued,0.0
406,issue,0.0
407,involved,0.0
408,000,0.0
409,influential,0.0
410,idf,0.0
411,influence,0.0
412,indonesia,0.0
413,increased,0.0
414,incorrect,0.0
415,including,0.0
416,include,0.0
417,improves,0.0
418,improve,0.0
419,impression,0.0
420,image,0.0
421,ignorance,0.0
422,feelings,0.0
423,feedbacks,0.0
424,features,0.0
425,demonstrate,0.0
426,disparages,0.0
427,discussion,0.0
428,different,0.0
429,difference,0.0
430,develops,0.0
431,development,0.0
432,determine,0.0
433,determination,0.0
434,detect,0.0
435,destruction,0.0
436,denote,0.0
437,degree,0.0
438,feature,0.0
439,deep,0.0
440,datasets,0.0
441,dataset,0.0
442,data,0.0
443,currently,0.0
444,criticism,0.0
445,critical,0.0
446,criminal,0.0
447,crime,0.0
448,covid19,0.0
449,cosine,0.0
450,divided,0.0
451,doctoral,0.0
452,document,0.0
453,dominant,0.0
454,fear,0.0
455,fairly,0.0
456,factor,0.0
457,f1,0.0
458,extractive,0.0
459,extraction,0.0
460,extracting,0.0
461,extracted,0.0
462,expressions,0.0
463,express,0.0
464,expected,0.0
465,existence,0.0
466,examines,0.0
467,evaluation,0.0
468,ethnicity,0.0
469,essential,0.0
470,epoch,0.0
471,enforced,0.0
472,emotions,0.0
473,embedding,0.0
474,economic,0.0
475,early,0.0
476,dynamic,0.0
477,written,0.0
