,term,score
197,unique,0.0
198,unigram,0.0
199,understand,0.0
200,techniques,0.0
201,technique,0.0
202,task,0.0
203,selection,0.0
204,selebrities,0.0
205,seen,0.0
206,second,0.0
207,searchable,0.0
208,score,0.0
209,sarcasm,0.0
210,sadness,0.0
211,s3,0.0
212,s2,0.0
213,rule,0.0
214,results,0.0
215,resulting,0.0
216,resulted,0.0
217,result,0.0
218,restraining,0.0
219,link,0.0
220,reputation,0.0
221,representations,0.0
222,removing,0.0
223,religious,0.0
224,religion,0.0
225,relationship,0.0
226,related,0.0
227,selebrity,0.0
228,sentiment,0.0
229,taking,0.0
230,sentiments,0.0
231,takes,0.0
232,surprise,0.0
233,summarization,0.0
234,success,0.0
235,substantial,0.0
236,study,0.0
237,student,0.0
238,strength,0.0
239,strategy,0.0
240,story,0.0
241,stabilization,0.0
242,spread,0.0
243,source,0.0
244,solve,0.0
245,sna,0.0
246,similarity,0.0
247,similar,0.0
248,shows,0.0
249,showed,0.0
250,short,0.0
251,sets,0.0
252,serves,0.0
253,sentistrength,0.0
254,long,0.0
255,00,0.0
256,likely,0.0
257,bilstm,0.0
258,certain,0.0
259,centrality,0.0
260,cbow,0.0
261,causes,0.0
262,cased,0.0
263,candidate,0.0
264,calculation,0.0
265,built,0.0
266,brought,0.0
267,bridge,0.0
268,boazizi,0.0
269,bidirectional,0.0
270,citizenship,0.0
271,better,0.0
272,best,0.0
273,bert,0.0
274,bayes,0.0
275,basis,0.0
276,based,0.0
277,bag,0.0
278,average,0.0
279,automatically,0.0
280,assess,0.0
281,articles,0.0
282,characteristics,0.0
283,classification,0.0
284,anticipation,0.0
285,connection,0.0
286,conversations,0.0
287,conversation,0.0
288,control,0.0
289,contrast,0.0
290,continuous,0.0
291,continuing,0.0
292,content,0.0
293,contained,0.0
294,contain,0.0
295,consuming,0.0
296,consist,0.0
297,connected,0.0
298,classified,0.0
299,conducted,0.0
300,communication,0.0
301,communicate,0.0
302,combining,0.0
303,combination,0.0
304,collections,0.0
305,collected,0.0
306,closely,0.0
307,classifying,0.0
308,classify,0.0
309,classifier,0.0
310,applied,0.0
311,annotations,0.0
312,life,0.0
313,421,0.0
314,79,0.0
315,78,0.0
316,7666,0.0
317,76,0.0
318,75,0.0
319,74,0.0
320,66,0.0
321,62,0.0
322,60,0.0
323,500,0.0
324,49,0.0
325,29,0.0
326,81,0.0
327,27,0.0
328,21,0.0
329,200,0.0
330,19,0.0
331,1805,0.0
332,1683,0.0
333,131,0.0
334,109,0.0
335,10,0.0
336,08,0.0
337,001,0.0
338,80,0.0
339,83,0.0
340,anger,0.0
341,acts,0.0
342,andnegative,0.0
343,analyzed,0.0
344,analyze,0.0
345,analysis,0.0
346,amounted,0.0
347,algorithm,0.0
348,aims,0.0
349,aimed,0.0
350,agnes,0.0
351,address,0.0
352,additional,0.0
353,achieved,0.0
354,84,0.0
355,accurate,0.0
356,accuracy,0.0
357,according,0.0
358,abundant,0.0
359,99,0.0
360,96,0.0
361,94,0.0
362,93,0.0
363,91,0.0
364,86,0.0
365,85,0.0
366,convolutional,0.0
367,corona,0.0
368,coronavirus,0.0
369,hidden,0.0
370,image,0.0
371,idf,0.0
372,hybrid,0.0
373,humans,0.0
374,human,0.0
375,huge,0.0
376,hot,0.0
377,hoaxes,0.0
378,hoax,0.0
379,highest,0.0
380,higher,0.0
381,help,0.0
382,impression,0.0
383,hatred,0.0
384,hashtags,0.0
385,hashtagging,0.0
386,hashtag,0.0
387,groups,0.0
388,group,0.0
389,gram,0.0
390,government,0.0
391,good,0.0
392,given,0.0
393,generally,0.0
394,important,0.0
395,improve,0.0
396,corpus,0.0
397,000,0.0
398,lexical,0.0
399,level,0.0
400,learning,0.0
401,layers,0.0
402,layer,0.0
403,larger,0.0
404,language,0.0
405,keywords,0.0
406,joy,0.0
407,issue,0.0
408,involved,0.0
409,internet,0.0
410,improves,0.0
411,institutions,0.0
412,information,0.0
413,influential,0.0
414,influence,0.0
415,indonesian,0.0
416,indonesia,0.0
417,indobert,0.0
418,increased,0.0
419,incorrect,0.0
420,including,0.0
421,include,0.0
422,general,0.0
423,gender,0.0
424,forest,0.0
425,determination,0.0
426,emotions,0.0
427,effect,0.0
428,economic,0.0
429,dynamic,0.0
430,dominant,0.0
431,doctoral,0.0
432,divided,0.0
433,disparages,0.0
434,discussion,0.0
435,difficult,0.0
436,determine,0.0
437,detect,0.0
438,flow,0.0
439,destruction,0.0
440,denote,0.0
441,degree,0.0
442,datasets,0.0
443,dataset,0.0
444,data,0.0
445,currently,0.0
446,critical,0.0
447,covid19,0.0
448,covid,0.0
449,cosine,0.0
450,enforced,0.0
451,epoch,0.0
452,ethnicity,0.0
453,evaluation,0.0
454,flexible,0.0
455,fine,0.0
456,finding,0.0
457,filter,0.0
458,feelings,0.0
459,feedbacks,0.0
460,features,0.0
461,feature,0.0
462,fear,0.0
463,fairly,0.0
464,factor,0.0
465,fact,0.0
466,f1,0.0
467,extractive,0.0
468,extraction,0.0
469,extracting,0.0
470,extracted,0.0
471,expressions,0.0
472,express,0.0
473,experimental,0.0
474,expected,0.0
475,existence,0.0
476,examines,0.0
477,intuitive,0.0
