,term,score
196,unigram,0.0
197,understand,0.0
198,technique,0.0
199,taking,0.0
200,religious,0.0
201,sentence,0.0
202,selection,0.0
203,selebrity,0.0
204,selebrities,0.0
205,seen,0.0
206,second,0.0
207,searchable,0.0
208,score,0.0
209,sarcasm,0.0
210,sadness,0.0
211,life,0.0
212,s2,0.0
213,rule,0.0
214,robustness,0.0
215,richer,0.0
216,resulted,0.0
217,result,0.0
218,restraining,0.0
219,research,0.0
220,reputation,0.0
221,representations,0.0
222,representation,0.0
223,represent,0.0
224,removing,0.0
225,semantic,0.0
226,sentences,0.0
227,syntactic,0.0
228,sentiments,0.0
229,surprise,0.0
230,summarization,0.0
231,success,0.0
232,substantial,0.0
233,student,0.0
234,strength,0.0
235,strategy,0.0
236,statements,0.0
237,stabilization,0.0
238,spread,0.0
239,speech,0.0
240,source,0.0
241,solve,0.0
242,sna,0.0
243,similarity,0.0
244,similar,0.0
245,significant,0.0
246,shows,0.0
247,showed,0.0
248,short,0.0
249,sets,0.0
250,serves,0.0
251,sentistrength,0.0
252,s3,0.0
253,issue,0.0
254,lexical,0.0
255,level,0.0
256,compared,0.0
257,communication,0.0
258,communicate,0.0
259,combining,0.0
260,combination,0.0
261,collections,0.0
262,collected,0.0
263,closely,0.0
264,classifying,0.0
265,classifier,0.0
266,classified,0.0
267,classification,0.0
268,citizenship,0.0
269,certain,0.0
270,centrality,0.0
271,cbow,0.0
272,causing,0.0
273,causes,0.0
274,cased,0.0
275,candidate,0.0
276,calculation,0.0
277,brought,0.0
278,bridge,0.0
279,boost,0.0
280,boazizi,0.0
281,conducted,0.0
282,connected,0.0
283,connection,0.0
284,conversations,0.0
285,currently,0.0
286,criticism,0.0
287,critical,0.0
288,criminal,0.0
289,crime,0.0
290,covid19,0.0
291,covid,0.0
292,cosine,0.0
293,corpus,0.0
294,coronavirus,0.0
295,corona,0.0
296,conversation,0.0
297,consist,0.0
298,control,0.0
299,contribute,0.0
300,contrast,0.0
301,continuous,0.0
302,continuing,0.0
303,contextual,0.0
304,content,0.0
305,contains,0.0
306,contained,0.0
307,contain,0.0
308,consuming,0.0
309,bilstm,0.0
310,bidirectional,0.0
311,best,0.0
312,66,0.0
313,abundant,0.0
314,96,0.0
315,94,0.0
316,93,0.0
317,91,0.0
318,86,0.0
319,85,0.0
320,84,0.0
321,83,0.0
322,7666,0.0
323,74,0.0
324,62,0.0
325,according,0.0
326,60,0.0
327,500,0.0
328,49,0.0
329,421,0.0
330,29,0.0
331,27,0.0
332,200,0.0
333,19,0.0
334,1805,0.0
335,1683,0.0
336,131,0.0
337,abusive,0.0
338,achieved,0.0
339,bert,0.0
340,anticipation,0.0
341,basis,0.0
342,based,0.0
343,bag,0.0
344,awareness,0.0
345,average,0.0
346,automatically,0.0
347,assess,0.0
348,articles,0.0
349,architecture,0.0
350,approach,0.0
351,applied,0.0
352,annotations,0.0
353,act,0.0
354,anger,0.0
355,andnegative,0.0
356,analyzed,0.0
357,analyze,0.0
358,aimed,0.0
359,agnes,0.0
360,advancement,0.0
361,address,0.0
362,additional,0.0
363,addition,0.0
364,acts,0.0
365,data,0.0
366,dataset,0.0
367,datasets,0.0
368,hatred,0.0
369,hybrid,0.0
370,humans,0.0
371,human,0.0
372,huge,0.0
373,hot,0.0
374,hoaxes,0.0
375,hoax,0.0
376,highest,0.0
377,higher,0.0
378,hidden,0.0
379,help,0.0
380,hate,0.0
381,ignorance,0.0
382,hashtags,0.0
383,hashtagging,0.0
384,hashtag,0.0
385,groups,0.0
386,group,0.0
387,gram,0.0
388,government,0.0
389,good,0.0
390,given,0.0
391,generally,0.0
392,general,0.0
393,idf,0.0
394,image,0.0
395,gated,0.0
396,institutions,0.0
397,learning,0.0
398,layers,0.0
399,layer,0.0
400,larger,0.0
401,lack,0.0
402,keywords,0.0
403,joy,0.0
404,issued,0.0
405,109,0.0
406,000,0.0
407,internet,0.0
408,information,0.0
409,important,0.0
410,influential,0.0
411,influence,0.0
412,indonesia,0.0
413,indobert,0.0
414,increased,0.0
415,incorrect,0.0
416,including,0.0
417,include,0.0
418,improves,0.0
419,improve,0.0
420,impression,0.0
421,gender,0.0
422,forest,0.0
423,deep,0.0
424,difficult,0.0
425,emotions,0.0
426,embedding,0.0
427,effect,0.0
428,economic,0.0
429,early,0.0
430,dominant,0.0
431,document,0.0
432,doctoral,0.0
433,divided,0.0
434,disparages,0.0
435,discussion,0.0
436,different,0.0
437,epoch,0.0
438,difference,0.0
439,develops,0.0
440,development,0.0
441,determine,0.0
442,determination,0.0
443,detection,0.0
444,detect,0.0
445,destruction,0.0
446,denote,0.0
447,demonstrate,0.0
448,degree,0.0
449,enforced,0.0
450,essential,0.0
451,flow,0.0
452,fact,0.0
453,flexible,0.0
454,fine,0.0
455,finding,0.0
456,filter,0.0
457,feelings,0.0
458,feedbacks,0.0
459,features,0.0
460,feature,0.0
461,fear,0.0
462,fairly,0.0
463,factor,0.0
464,f1,0.0
465,ethnicity,0.0
466,extractive,0.0
467,extraction,0.0
468,extracting,0.0
469,extracted,0.0
470,expressions,0.0
471,express,0.0
472,experimental,0.0
473,expected,0.0
474,existence,0.0
475,examines,0.0
476,evaluation,0.0
477,intuitive,0.0
