,term,score
96,posisitve,0.0
97,proved,0.0
98,proposed,0.0
99,pretrained,0.0
100,produce,0.0
101,post,0.0
102,pre,0.0
103,practices,0.0
104,provide,0.0
105,obtain,0.0
106,polarity,0.0
107,medias,0.0
108,movie,0.0
109,monolingual,0.0
110,monica,0.0
111,moment,0.0
112,models,0.0
113,model,0.0
114,message,0.0
115,mentioning,0.0
116,memory,0.0
117,measurement,0.0
118,plan,0.0
119,measure,0.0
120,mbert,0.0
121,matter,0.0
122,master,0.0
123,margin,0.0
124,management,0.0
125,making,0.0
126,main,0.0
127,love,0.0
128,multilingual,0.0
129,naïve,0.0
130,needed,0.0
131,needs,0.0
132,person,0.0
133,perform,0.0
134,paper,0.0
135,outperform,0.0
136,original,0.0
137,organization,0.0
138,ordinary,0.0
139,opinions,0.0
140,opinion,0.0
141,online,0.0
142,random,0.0
143,number,0.0
144,nowadays,0.0
145,news,0.0
146,neutral,0.0
147,neurons,0.0
148,neural,0.0
149,networks,0.0
150,network,0.0
151,race,0.0
152,00,0.0
153,rank,0.0
154,testing,0.0
155,trust,0.0
156,trivial,0.0
157,trend,0.0
158,transformer,0.0
159,transfer,0.0
160,trained,0.0
161,topics,0.0
162,tool,0.0
163,tone,0.0
164,time,0.0
165,tested,0.0
166,tweets,0.0
167,test,0.0
168,terms,0.0
169,term,0.0
170,tendency,0.0
171,techniques,0.0
172,technique,0.0
173,task,0.0
174,taking,0.0
175,takes,0.0
176,syntactic,0.0
177,tuned,0.0
178,types,0.0
179,summarization,0.0
180,versus,0.0
181,writes,0.0
182,words,0.0
183,word2vec,0.0
184,word,0.0
185,widely,0.0
186,weight,0.0
187,warm,0.0
188,wabah,0.0
189,visualize,0.0
190,visualization,0.0
191,versions,0.0
192,uncased,0.0
193,validity,0.0
194,users,0.0
195,user,0.0
196,useful,0.0
197,used,0.0
198,universities,0.0
199,unit,0.0
200,unique,0.0
201,unigram,0.0
202,understand,0.0
203,surprise,0.0
204,success,0.0
205,rapid,0.0
206,representations,0.0
207,sarcasm,0.0
208,sadness,0.0
209,s3,0.0
210,s2,0.0
211,robustness,0.0
212,richer,0.0
213,resulting,0.0
214,long,0.0
215,result,0.0
216,reputation,0.0
217,represent,0.0
218,second,0.0
219,removing,0.0
220,religious,0.0
221,religion,0.0
222,relationship,0.0
223,related,0.0
224,relate,0.0
225,reference,0.0
226,recurrent,0.0
227,reads,0.0
228,reaction,0.0
229,searchable,0.0
230,seen,0.0
231,substantial,0.0
232,similar,0.0
233,student,0.0
234,strength,0.0
235,strategy,0.0
236,story,0.0
237,statements,0.0
238,speech,0.0
239,source,0.0
240,solve,0.0
241,sna,0.0
242,similarity,0.0
243,significant,0.0
244,selebrities,0.0
245,showed,0.0
246,short,0.0
247,sets,0.0
248,serves,0.0
249,sentistrength,0.0
250,sentiments,0.0
251,sentences,0.0
252,sentence,0.0
253,semantic,0.0
254,selebrity,0.0
255,look,0.0
256,intuitive,0.0
257,link,0.0
258,brought,0.0
259,citizenship,0.0
260,characteristics,0.0
261,certain,0.0
262,centrality,0.0
263,cbow,0.0
264,causing,0.0
265,causes,0.0
266,cased,0.0
267,candidate,0.0
268,calculation,0.0
269,built,0.0
270,bridge,0.0
271,classify,0.0
272,boost,0.0
273,boazizi,0.0
274,bilstm,0.0
275,bidirectional,0.0
276,better,0.0
277,best,0.0
278,bert,0.0
279,based,0.0
280,bag,0.0
281,awareness,0.0
282,average,0.0
283,classified,0.0
284,closely,0.0
285,cosine,0.0
286,contains,0.0
287,coronavirus,0.0
288,corona,0.0
289,convolutional,0.0
290,conversations,0.0
291,control,0.0
292,contribute,0.0
293,contrast,0.0
294,continuous,0.0
295,continuing,0.0
296,contextual,0.0
297,content,0.0
298,contained,0.0
299,collected,0.0
300,contain,0.0
301,consuming,0.0
302,consist,0.0
303,connection,0.0
304,connected,0.0
305,compared,0.0
306,communication,0.0
307,communicate,0.0
308,combining,0.0
309,combination,0.0
310,collections,0.0
311,automatically,0.0
312,assess,0.0
313,articles,0.0
314,49,0.0
315,83,0.0
316,80,0.0
317,79,0.0
318,7666,0.0
319,76,0.0
320,75,0.0
321,74,0.0
322,66,0.0
323,62,0.0
324,60,0.0
325,500,0.0
326,421,0.0
327,architecture,0.0
328,29,0.0
329,27,0.0
330,21,0.0
331,200,0.0
332,1805,0.0
333,1683,0.0
334,131,0.0
335,109,0.0
336,10,0.0
337,08,0.0
338,001,0.0
339,93,0.0
340,94,0.0
341,96,0.0
342,99,0.0
343,approach,0.0
344,applied,0.0
345,anticipation,0.0
346,annotations,0.0
347,anger,0.0
348,andnegative,0.0
349,analyzed,0.0
350,analyze,0.0
351,amounted,0.0
352,aims,0.0
353,aimed,0.0
354,agnes,0.0
355,advancement,0.0
356,address,0.0
357,additional,0.0
358,addition,0.0
359,acts,0.0
360,act,0.0
361,achieved,0.0
362,accurate,0.0
363,according,0.0
364,abusive,0.0
365,abundant,0.0
366,corpus,0.0
367,covid19,0.0
368,likely,0.0
369,help,0.0
370,important,0.0
371,image,0.0
372,ignorance,0.0
373,hybrid,0.0
374,humans,0.0
375,human,0.0
376,huge,0.0
377,hoaxes,0.0
378,hoax,0.0
379,higher,0.0
380,hidden,0.0
381,hatred,0.0
382,improve,0.0
383,hate,0.0
384,hashtags,0.0
385,hashtagging,0.0
386,hashtag,0.0
387,groups,0.0
388,group,0.0
389,given,0.0
390,generally,0.0
391,general,0.0
392,gender,0.0
393,gated,0.0
394,impression,0.0
395,improves,0.0
396,crime,0.0
397,issue,0.0
398,life,0.0
399,lexical,0.0
400,level,0.0
401,layers,0.0
402,layer,0.0
403,larger,0.0
404,language,0.0
405,lack,0.0
406,keywords,0.0
407,joy,0.0
408,issued,0.0
409,involved,0.0
410,include,0.0
411,000,0.0
412,internet,0.0
413,institutions,0.0
414,information,0.0
415,influential,0.0
416,influence,0.0
417,indonesia,0.0
418,indobert,0.0
419,increased,0.0
420,incorrect,0.0
421,including,0.0
422,forest,0.0
423,flow,0.0
424,flexible,0.0
425,detection,0.0
426,document,0.0
427,doctoral,0.0
428,divided,0.0
429,disparages,0.0
430,discussion,0.0
431,difficult,0.0
432,different,0.0
433,difference,0.0
434,develops,0.0
435,development,0.0
436,determination,0.0
437,detect,0.0
438,fine,0.0
439,destruction,0.0
440,denote,0.0
441,demonstrate,0.0
442,degree,0.0
443,deep,0.0
444,datasets,0.0
445,dataset,0.0
446,currently,0.0
447,criticism,0.0
448,critical,0.0
449,criminal,0.0
450,dominant,0.0
451,dynamic,0.0
452,early,0.0
453,effect,0.0
454,finding,0.0
455,filter,0.0
456,feelings,0.0
457,feedbacks,0.0
458,features,0.0
459,fear,0.0
460,factor,0.0
461,fact,0.0
462,extractive,0.0
463,extracting,0.0
464,extracted,0.0
465,expressions,0.0
466,express,0.0
467,experimental,0.0
468,expected,0.0
469,existence,0.0
470,examines,0.0
471,evaluation,0.0
472,ethnicity,0.0
473,essential,0.0
474,epoch,0.0
475,emotions,0.0
476,embedding,0.0
477,written,0.0
