,term,score
302,contains,0.0
303,contain,0.0
304,consuming,0.0
305,connection,0.0
306,connected,0.0
307,compared,0.0
308,communication,0.0
309,communicate,0.0
310,combining,0.0
311,combination,0.0
312,average,0.0
313,articles,0.0
314,covid19,0.0
315,421,0.0
316,81,0.0
317,79,0.0
318,78,0.0
319,7666,0.0
320,76,0.0
321,75,0.0
322,74,0.0
323,66,0.0
324,62,0.0
325,60,0.0
326,500,0.0
327,29,0.0
328,architecture,0.0
329,27,0.0
330,21,0.0
331,200,0.0
332,19,0.0
333,1805,0.0
334,1683,0.0
335,131,0.0
336,109,0.0
337,10,0.0
338,08,0.0
339,001,0.0
340,84,0.0
341,85,0.0
342,86,0.0
343,93,0.0
344,approach,0.0
345,anticipation,0.0
346,annotations,0.0
347,anger,0.0
348,andnegative,0.0
349,analyzed,0.0
350,amounted,0.0
351,aims,0.0
352,aimed,0.0
353,agnes,0.0
354,advancement,0.0
355,address,0.0
356,additional,0.0
357,addition,0.0
358,acts,0.0
359,act,0.0
360,achieved,0.0
361,accurate,0.0
362,abusive,0.0
363,abundant,0.0
364,99,0.0
365,96,0.0
366,94,0.0
367,covid,0.0
368,crime,0.0
369,long,0.0
370,hidden,0.0
371,important,0.0
372,image,0.0
373,ignorance,0.0
374,hybrid,0.0
375,human,0.0
376,huge,0.0
377,hot,0.0
378,hoaxes,0.0
379,hoax,0.0
380,highest,0.0
381,higher,0.0
382,help,0.0
383,general,0.0
384,hatred,0.0
385,hate,0.0
386,hashtags,0.0
387,hashtagging,0.0
388,hashtag,0.0
389,groups,0.0
390,group,0.0
391,gram,0.0
392,government,0.0
393,good,0.0
394,given,0.0
395,impression,0.0
396,include,0.0
397,including,0.0
398,increased,0.0
399,link,0.0
400,likely,0.0
401,life,0.0
402,level,0.0
403,learning,0.0
404,layers,0.0
405,layer,0.0
406,larger,0.0
407,language,0.0
408,lack,0.0
409,keywords,0.0
410,joy,0.0
411,issued,0.0
412,issue,0.0
413,involved,0.0
414,000,0.0
415,internet,0.0
416,institutions,0.0
417,information,0.0
418,influential,0.0
419,influence,0.0
420,indonesia,0.0
421,indobert,0.0
422,generally,0.0
423,gender,0.0
424,criminal,0.0
425,determine,0.0
426,dynamic,0.0
427,dominant,0.0
428,document,0.0
429,doctoral,0.0
430,divided,0.0
431,disparages,0.0
432,discussion,0.0
433,different,0.0
434,difference,0.0
435,develops,0.0
436,development,0.0
437,detect,0.0
438,gated,0.0
439,destruction,0.0
440,denote,0.0
441,demonstrate,0.0
442,degree,0.0
443,deep,0.0
444,datasets,0.0
445,dataset,0.0
446,data,0.0
447,currently,0.0
448,criticism,0.0
449,critical,0.0
450,early,0.0
451,economic,0.0
452,embedding,0.0
453,emotions,0.0
454,flow,0.0
455,flexible,0.0
456,fine,0.0
457,finding,0.0
458,filter,0.0
459,feelings,0.0
460,feedbacks,0.0
461,fear,0.0
462,fairly,0.0
463,factor,0.0
464,fact,0.0
465,f1,0.0
466,extractive,0.0
467,extracting,0.0
468,extracted,0.0
469,expressions,0.0
470,express,0.0
471,experimental,0.0
472,examines,0.0
473,ethnicity,0.0
474,essential,0.0
475,epoch,0.0
476,enforced,0.0
477,written,0.0
