,term,score
77,used,1.5108256237659907
78,public,1.5108256237659907
79,accuracy,1.3566749439387324
80,media,1.3566749439387324
81,twitter,1.2231435513142097
82,social,1.2231435513142097
83,indonesian,1.2231435513142097
84,provides,0.0
85,policy,0.0
86,purpose,0.0
87,provide,0.0
88,proved,0.0
89,punctuation,0.0
90,quality,0.0
91,proposed,0.0
92,pre,0.0
93,post,0.0
94,produce,0.0
95,popular,0.0
96,process,0.0
97,problematic,0.0
98,primarily,0.0
99,practices,0.0
100,posts,0.0
101,plan,0.0
102,pretrained,0.0
103,predict,0.0
104,precision,0.0
105,processing,0.0
106,00,0.0
107,person,0.0
108,needs,0.0
109,naive,0.0
110,multilingual,0.0
111,movie,0.0
112,monolingual,0.0
113,moment,0.0
114,models,0.0
115,model,0.0
116,method,0.0
117,message,0.0
118,memory,0.0
119,medias,0.0
120,measuring,0.0
121,measurement,0.0
122,mbert,0.0
123,master,0.0
124,margin,0.0
125,making,0.0
126,maintaining,0.0
127,main,0.0
128,naïve,0.0
129,network,0.0
130,performance,0.0
131,networks,0.0
132,people,0.0
133,parameters,0.0
134,paper,0.0
135,pandemic,0.0
136,outperform,0.0
137,original,0.0
138,organization,0.0
139,ordinary,0.0
140,opinions,0.0
141,opinion,0.0
142,online,0.0
143,obtained,0.0
144,objective,0.0
145,number,0.0
146,nowadays,0.0
147,normal,0.0
148,news,0.0
149,neurons,0.0
150,neural,0.0
151,race,0.0
152,resulted,0.0
153,random,0.0
154,tone,0.0
155,type,0.0
156,tuned,0.0
157,trust,0.0
158,trigram,0.0
159,transformer,0.0
160,transfer,0.0
161,trained,0.0
162,total,0.0
163,topic,0.0
164,tool,0.0
165,think,0.0
166,uncased,0.0
167,text,0.0
168,testing,0.0
169,tested,0.0
170,terms,0.0
171,term,0.0
172,tendency,0.0
173,techniques,0.0
174,technique,0.0
175,task,0.0
176,taking,0.0
177,types,0.0
178,understand,0.0
179,syntactic,0.0
180,versus,0.0
181,writes,0.0
182,words,0.0
183,word2vec,0.0
184,word,0.0
185,widely,0.0
186,warm,0.0
187,wabah,0.0
188,visualize,0.0
189,visualization,0.0
190,virus,0.0
191,versions,0.0
192,unigram,0.0
193,value,0.0
194,validity,0.0
195,uses,0.0
196,users,0.0
197,user,0.0
198,useful,0.0
199,use,0.0
200,universities,0.0
201,unit,0.0
202,unique,0.0
203,takes,0.0
204,surprise,0.0
205,rapid,0.0
206,representations,0.0
207,s3,0.0
208,s2,0.0
209,rule,0.0
210,robustness,0.0
211,richer,0.0
212,resulting,0.0
213,look,0.0
214,result,0.0
215,restraining,0.0
216,reputation,0.0
217,representation,0.0
218,sarcasm,0.0
219,represent,0.0
220,religious,0.0
221,religion,0.0
222,relationship,0.0
223,related,0.0
224,relate,0.0
225,reference,0.0
226,recurrent,0.0
227,recall,0.0
228,rate,0.0
229,sadness,0.0
230,searchable,0.0
231,success,0.0
232,sna,0.0
233,substantial,0.0
234,study,0.0
235,student,0.0
236,story,0.0
237,statements,0.0
238,stabilization,0.0
239,spread,0.0
240,speech,0.0
241,source,0.0
242,solve,0.0
243,significant,0.0
244,second,0.0
245,shows,0.0
246,short,0.0
247,sets,0.0
248,serves,0.0
249,sentiments,0.0
250,sentences,0.0
251,sentence,0.0
252,semantic,0.0
253,selection,0.0
254,seen,0.0
255,love,0.0
256,intuitive,0.0
257,long,0.0
258,bridge,0.0
259,characteristics,0.0
260,certain,0.0
261,centrality,0.0
262,cbow,0.0
263,causing,0.0
264,causes,0.0
265,cased,0.0
266,candidate,0.0
267,calculation,0.0
268,built,0.0
269,brought,0.0
270,boost,0.0
271,classification,0.0
272,boazizi,0.0
273,bilstm,0.0
274,bidirectional,0.0
275,best,0.0
276,bert,0.0
277,bayes,0.0
278,basis,0.0
279,based,0.0
280,bag,0.0
281,awareness,0.0
282,automatically,0.0
283,citizenship,0.0
284,classified,0.0
285,corpus,0.0
286,contains,0.0
287,corona,0.0
288,convolutional,0.0
289,conversations,0.0
290,conversation,0.0
291,control,0.0
292,contribute,0.0
293,contrast,0.0
294,continuous,0.0
295,continuing,0.0
296,contextual,0.0
297,content,0.0
298,contain,0.0
299,classifier,0.0
300,consist,0.0
301,connection,0.0
302,connected,0.0
303,conducted,0.0
304,compared,0.0
305,communication,0.0
306,communicate,0.0
307,collections,0.0
308,collected,0.0
309,closely,0.0
310,classifying,0.0
311,assess,0.0
312,articles,0.0
313,architecture,0.0
314,421,0.0
315,81,0.0
316,80,0.0
317,79,0.0
318,78,0.0
319,7666,0.0
320,76,0.0
321,75,0.0
322,74,0.0
323,66,0.0
324,500,0.0
325,49,0.0
326,29,0.0
327,approach,0.0
328,27,0.0
329,21,0.0
330,200,0.0
331,19,0.0
332,1805,0.0
333,1683,0.0
334,131,0.0
335,109,0.0
336,10,0.0
337,08,0.0
338,001,0.0
339,83,0.0
340,84,0.0
341,85,0.0
342,86,0.0
343,applied,0.0
344,anticipation,0.0
345,annotations,0.0
346,anger,0.0
347,analyzed,0.0
348,analyze,0.0
349,analysis,0.0
350,amounted,0.0
351,algorithm,0.0
352,aims,0.0
353,advancement,0.0
354,acts,0.0
355,act,0.0
356,achieved,0.0
357,accurate,0.0
358,according,0.0
359,abusive,0.0
360,abundant,0.0
361,99,0.0
362,96,0.0
363,94,0.0
364,93,0.0
365,91,0.0
366,coronavirus,0.0
367,covid,0.0
368,link,0.0
369,hatred,0.0
370,ignorance,0.0
371,humans,0.0
372,human,0.0
373,huge,0.0
374,hot,0.0
375,hoaxes,0.0
376,hoax,0.0
377,highest,0.0
378,higher,0.0
379,hidden,0.0
380,help,0.0
381,hate,0.0
382,important,0.0
383,hashtags,0.0
384,hashtagging,0.0
385,hashtag,0.0
386,groups,0.0
387,group,0.0
388,gram,0.0
389,government,0.0
390,gender,0.0
391,gated,0.0
392,forest,0.0
393,flow,0.0
394,image,0.0
395,improve,0.0
396,covid19,0.0
397,joy,0.0
398,likely,0.0
399,life,0.0
400,lexical,0.0
401,level,0.0
402,learning,0.0
403,layers,0.0
404,layer,0.0
405,larger,0.0
406,language,0.0
407,lack,0.0
408,keywords,0.0
409,issued,0.0
410,improves,0.0
411,involved,0.0
412,000,0.0
413,internet,0.0
414,institutions,0.0
415,influential,0.0
416,influence,0.0
417,indonesia,0.0
418,indobert,0.0
419,increased,0.0
420,incorrect,0.0
421,including,0.0
422,flexible,0.0
423,fine,0.0
424,finding,0.0
425,destruction,0.0
426,doctoral,0.0
427,divided,0.0
428,disparages,0.0
429,difficult,0.0
430,different,0.0
431,difference,0.0
432,develops,0.0
433,development,0.0
434,determination,0.0
435,detection,0.0
436,detect,0.0
437,denote,0.0
438,filter,0.0
439,demonstrate,0.0
440,degree,0.0
441,deep,0.0
442,datasets,0.0
443,dataset,0.0
444,data,0.0
445,currently,0.0
446,criticism,0.0
447,critical,0.0
448,criminal,0.0
449,crime,0.0
450,document,0.0
451,dominant,0.0
452,dynamic,0.0
453,early,0.0
454,feelings,0.0
455,features,0.0
456,feature,0.0
457,fear,0.0
458,fairly,0.0
459,fact,0.0
460,f1,0.0
461,extraction,0.0
462,expressions,0.0
463,express,0.0
464,experimental,0.0
465,expected,0.0
466,existence,0.0
467,examines,0.0
468,evaluation,0.0
469,ethnicity,0.0
470,essential,0.0
471,epoch,0.0
472,enforced,0.0
473,emotions,0.0
474,embedding,0.0
475,effect,0.0
476,economic,0.0
477,written,0.0
